sale_date,sale_price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,floors,waterfront,view_count,house_condition,overall_grade,above_basement_sqft,basement_sqft,house_age_years,renovation_year,zipcode,latitude,longitude,living_area_renovated_sqft,lot_area_renovated_sqft,,
4/15/2016,"350,000.00",3,2.5,1630,3425,2,No,None,Fair,8,1630,0,19,0,98059,47.49,-122.15,"1,420.00","3,425.00",,
7/14/2017,"349,000.00",4,2.5,2280,4096,2,No,None,Fair,7,2280,0,15,0,98056,47.48,-122.18,"2,280.00","3,600.00",,
6/14/2017,"1,129,575.00",6,3.75,3010,4360,2,No,None,Fair,9,2000,1010,4,0,98103,47.69,-122.33,"1,600.00","5,160.00",,
3/15/2016,"320,000.00",3,2.5,1590,3480,2,No,None,Fair,7,1590,0,14,0,98056,47.48,-122.18,"1,680.00","3,480.00",,
3/15/2016,"150,000.00",3,1,1250,7210,1,No,None,Good,7,1250,0,50,0,98031,47.42,-122.17,"1,010.00","7,210.00",,
11/14/2017,"340,000.00",3,1,1710,10190,1,No,None,Fair,6,1310,400,69,0,98168,47.51,-122.33,"1,200.00","6,251.00",,
10/14/2017,"785,500.00",4,4,3280,8448,2,No,None,Fair,10,3280,0,11,0,98075,47.58,-121.97,"3,730.00","8,030.00",,
2/15/2016,"410,500.00",4,2.5,3362,8601,2,No,None,Fair,8,3362,0,14,0,98003,47.26,-122.30,"2,770.00","8,601.00",,
7/14/2017,"580,000.00",3,2.5,2200,11000,2,No,Twice,Fair,9,2200,0,40,0,98008,47.59,-122.11,"2,200.00","12,851.00",,
4/15/2016,"345,000.00",2,1.5,830,920,2,No,None,Fair,7,830,0,13,0,98144,47.60,-122.31,830.00,"1,200.00",,
9/14/2017,"550,000.00",3,2.25,2160,37000,1.5,No,None,Good,7,1760,400,85,0,98052,47.73,-122.14,"2,540.00","37,000.00",,
10/14/2017,"449,500.00",4,3,2580,7299,2,No,None,Fair,8,2580,0,20,0,98058,47.46,-122.15,"2,250.00","6,165.00",,
6/14/2017,"300,000.00",3,1,2150,7007,1,No,None,Fair,6,2150,0,64,0,98177,47.76,-122.36,"1,720.00","9,000.00",,
11/14/2017,"915,000.00",4,2.5,3510,28052,2,No,None,Fair,10,3510,0,30,0,98053,47.67,-122.06,"2,890.00","28,295.00",,
1/15/2016,"1,129,575.00",4,3.75,3810,9916,2,No,None,Fair,10,3810,0,29,0,98040,47.57,-122.23,"3,040.00","11,250.00",,
5/14/2017,"599,000.00",4,2.75,2020,2750,1,No,None,Fair,8,1010,1010,101,2014,98122,47.61,-122.29,"1,840.00","4,000.00",,
5/14/2017,"755,000.00",4,2.5,2120,10202,1,No,None,Good,7,1620,500,58,0,98005,47.59,-122.17,"1,570.00","10,762.00",,
4/15/2016,"400,000.00",3,1,1250,7157,1,No,None,Fair,7,1250,0,74,2010,98125,47.73,-122.30,"1,300.00","6,796.00",,
3/15/2016,"133,000.00",3,1,980,9115,1,No,None,Fair,7,980,0,50,0,98198,47.37,-122.31,"1,470.00","8,716.00",,
1/15/2016,"330,000.00",4,1.5,1250,8400,1,No,None,Fair,7,960,290,67,0,98155,47.75,-122.32,"1,560.00","8,400.00",,
2/15/2016,"330,000.00",4,1,1100,5000,1.5,No,None,Excellent,6,1100,0,114,0,98055,47.49,-122.20,"1,560.00","4,838.00",,
9/14/2017,"375,000.00",3,1.75,1330,9417,1,No,None,Excellent,6,710,620,82,0,98125,47.72,-122.30,"1,690.00","7,937.00",,
12/14/2017,"485,000.00",4,2.75,2560,8956,1,No,None,Good,7,1500,1060,50,0,98034,47.73,-122.18,"2,280.00","9,234.00",,
7/14/2017,"470,000.00",4,2.5,1850,11250,1.5,No,None,Fair,7,1210,640,37,0,98074,47.63,-122.06,"1,650.00","7,623.00",,
12/14/2017,"1,050,000.00",4,3,2790,3600,2,No,None,Fair,8,1880,910,113,2013,98119,47.64,-122.36,"1,360.00","3,600.00",,
7/14/2017,"548,800.00",4,1,1660,4704,1.5,No,None,Fair,7,1260,400,88,0,98115,47.69,-122.32,"1,360.00","5,413.00",,
7/14/2017,"315,000.00",2,1,1080,2674,1,No,None,Good,6,720,360,99,0,98108,47.56,-122.32,"1,250.00","5,000.00",,
9/14/2017,"590,000.00",3,2,3030,9374,1,No,Once,Good,7,2100,930,59,0,98136,47.53,-122.39,"1,990.00","6,012.00",,
5/14/2017,"439,950.00",4,2.5,2380,12067,2,No,None,Fair,7,2380,0,16,0,98059,47.49,-122.14,"2,330.00","8,621.00",,
6/14/2017,"325,000.00",3,1.75,2250,26337,1,No,None,Fair,8,2250,0,38,0,98092,47.30,-122.12,"1,830.00","26,337.00",,
12/14/2017,"400,000.00",2,1,880,5111,1,No,None,Fair,6,880,0,87,0,98115,47.70,-122.31,"1,370.00","5,111.00",,
12/14/2017,"685,000.00",4,2.5,2770,10051,2,No,None,Fair,10,2770,0,31,0,98074,47.63,-122.04,"2,730.00","10,675.00",,
9/14/2017,"339,950.00",3,2,1340,10200,1.5,No,None,Fair,7,1340,0,65,0,98133,47.78,-122.35,"1,420.00","10,200.00",,
10/14/2017,"315,000.00",3,1.75,1660,8160,1,No,None,Good,7,1660,0,67,0,98166,47.46,-122.36,"1,490.00","8,100.00",,
2/15/2016,"411,753.00",3,2.5,1710,3795,2,No,None,Fair,7,1710,0,9,0,98053,47.70,-122.02,"1,600.00","3,821.00",,
8/14/2017,"577,000.00",2,1.75,1620,4879,1,No,None,Fair,7,1040,580,94,2011,98116,47.57,-122.39,"1,500.00","5,000.00",,
10/14/2017,"500,000.00",3,1.75,1530,8829,1,No,None,Excellent,8,1530,0,46,0,98006,47.55,-122.17,"2,060.00","9,226.00",,
12/14/2017,"210,000.00",3,2,1440,10111,1,No,None,Fair,7,1440,0,55,0,98001,47.35,-122.28,"1,580.00","10,200.00",,
8/14/2017,"640,000.00",4,1.75,2020,16120,1,No,None,Fair,7,2020,0,49,0,98010,47.34,-122.05,"1,940.00","16,350.00",,
4/15/2016,"460,000.00",4,1.75,1870,8663,1,No,None,Excellent,7,1870,0,69,0,98133,47.74,-122.35,"1,560.00","7,800.00",,
2/15/2016,"265,000.00",2,1,620,4760,1,No,None,Fair,6,620,0,77,0,98126,47.53,-122.38,620.00,"4,760.00",,
5/14/2017,"740,000.00",5,5,5774,31675,1,No,Twice,Fair,10,4490,1284,34,0,98003,47.35,-122.32,"3,260.00","13,200.00",,
7/14/2017,"230,000.00",3,1,1240,6195,1,No,None,Fair,6,1240,0,70,0,98028,47.77,-122.27,"1,760.00","11,080.00",,
2/15/2016,"315,000.00",3,1.75,1890,10661,1,No,None,Excellent,7,1460,430,40,0,98038,47.36,-122.06,"1,680.00","9,604.00",,
12/14/2017,"432,000.00",3,1.75,2410,51763,1,No,None,Good,8,1410,1000,37,0,98077,47.74,-122.06,"2,410.00","49,207.00",,
2/15/2016,"467,000.00",3,2.5,1530,3984,2,No,None,Fair,8,1530,0,23,0,98029,47.57,-122.01,"1,720.00","4,005.00",,
9/14/2017,"255,000.00",5,3.75,2800,9900,1,No,None,Fair,7,2800,0,54,0,98023,47.32,-122.34,"1,700.00","13,200.00",,
4/15/2016,"316,500.00",3,1.75,1460,6360,1,No,Twice,Fair,7,1010,450,39,0,98106,47.53,-122.35,"1,400.00","4,240.00",,
4/15/2016,"190,000.00",4,2,1580,6250,1,No,None,Fair,7,860,720,41,0,98155,47.77,-122.31,"1,580.00","6,250.00",,
5/14/2017,"490,000.00",3,2,1450,2400,1.5,No,None,Fair,8,1450,0,118,2003,98107,47.67,-122.38,"1,450.00","4,275.00",,
4/15/2016,"378,000.00",4,1.75,1990,23200,1,No,None,Good,7,1990,0,42,0,98059,47.49,-122.13,"1,950.00","17,040.00",,
2/15/2016,"598,800.00",6,4,4470,17877,3,No,Thrice,Fair,9,3230,1240,5,0,98188,47.45,-122.27,"1,790.00","18,260.00",,
9/14/2017,"333,800.00",5,3,1980,3868,1,No,None,Fair,7,1220,760,28,0,98118,47.52,-122.28,"1,970.00","3,868.00",,
5/14/2017,"690,000.00",4,2.5,2920,9904,2,No,None,Good,9,2920,0,28,0,98029,47.58,-122.00,"1,810.00","5,617.00",,
10/14/2017,"320,000.00",4,1.75,1660,6200,1,No,None,Good,6,830,830,70,0,98108,47.56,-122.32,"1,780.00","5,968.00",,
4/15/2016,"1,129,575.00",4,3.5,3190,6000,1.5,No,Thrice,Good,9,2410,780,106,0,98144,47.58,-122.29,"2,840.00","4,000.00",,
7/14/2017,"335,000.00",3,1.5,1560,9600,1,No,None,Good,7,1560,0,57,0,98033,47.69,-122.16,"1,520.00","10,000.00",,
8/14/2017,"840,000.00",3,2.5,3050,33920,1,No,None,Fair,8,3050,0,14,0,98052,47.70,-122.07,"1,970.00","60,984.00",,
7/14/2017,"608,250.00",4,2.75,3030,21780,2,No,None,Fair,8,3030,0,32,0,98166,47.45,-122.34,"3,020.00","28,027.00",,
6/14/2017,"550,000.00",3,2.5,2260,4165,2,No,None,Fair,7,2260,0,13,0,98075,47.59,-122.01,"2,770.00","4,566.00",,
4/15/2016,"240,000.00",3,1,1260,7920,1,No,None,Fair,7,1260,0,52,0,98003,47.35,-122.31,"1,300.00","7,920.00",,
4/15/2016,"998,000.00",3,2.25,3370,11757,2,No,Twice,Good,9,3370,0,38,0,98006,47.56,-122.16,"2,690.00","10,500.00",,
8/14/2017,"275,000.00",3,1.75,1490,8000,1,No,None,Fair,8,1490,0,40,0,98030,47.38,-122.17,"1,740.00","8,165.00",,
4/15/2016,"284,200.00",3,2.5,1570,9292,1,No,None,Fair,7,1110,460,41,0,98001,47.34,-122.27,"1,470.00","9,222.00",,
7/14/2017,"1,129,575.00",4,3.75,4490,7623,2,No,None,Good,10,3090,1400,77,0,98112,47.63,-122.29,"3,760.00","7,653.00",,
11/14/2017,"1,129,575.00",4,3.75,4090,24825,2,No,None,Good,10,3400,690,92,0,98102,47.63,-122.32,"3,910.00","11,500.00",,
9/14/2017,"930,800.00",5,2.5,4150,96574,2,No,None,Fair,10,4150,0,30,0,98053,47.67,-122.05,"3,320.00","40,803.00",,
7/14/2017,"930,000.00",4,3,2900,10400,1,No,Thrice,Excellent,8,1530,1370,59,0,98008,47.59,-122.11,"2,820.00","10,400.00",,
8/14/2017,"215,000.00",4,1.5,1430,8775,1,No,None,Fair,7,1030,400,39,0,98023,47.30,-122.38,"1,390.00","7,800.00",,
4/15/2016,"480,000.00",2,1.5,1008,26487,1,Yes,Four,Good,6,1008,0,75,2002,98070,47.39,-122.48,"1,132.00","24,079.00",,
5/14/2017,"483,945.00",2,1.75,1480,5120,1,No,None,Good,6,840,640,67,0,98116,47.56,-122.39,"1,090.00","5,120.00",,
6/14/2017,"347,000.00",3,1.75,1240,8050,1,No,None,Good,7,1240,0,40,0,98074,47.61,-122.04,"1,370.00","9,856.00",,
3/15/2016,"232,500.00",3,2,1370,9760,1,No,None,Good,7,1110,260,39,0,98023,47.30,-122.38,"1,640.00","9,040.00",,
5/14/2017,"390,000.00",4,2.25,1770,33132,1,No,None,Good,8,1190,580,53,0,98058,47.44,-122.15,"2,490.00","20,000.00",,
9/14/2017,"550,000.00",3,2.25,2160,15360,1,No,None,Fair,8,1410,750,53,2000,98007,47.62,-122.14,"2,180.00","8,480.00",,
8/14/2017,"590,000.00",4,2.5,2340,8971,2,No,None,Fair,9,2340,0,31,0,98029,47.57,-122.01,"2,510.00","9,219.00",,
5/14/2017,"420,850.00",1,1,960,40946,1,No,None,Excellent,5,960,0,73,0,98014,47.70,-121.86,"1,320.00","20,350.00",,
2/15/2016,"345,000.00",4,2.5,2280,8190,1,No,Thrice,Fair,7,1390,890,35,0,98188,47.44,-122.27,"1,990.00","9,000.00",,
2/15/2016,"429,800.00",3,2,1970,7000,1,No,None,Fair,8,1970,0,32,0,98038,47.37,-122.04,"1,970.00","7,365.00",,
6/14/2017,"302,000.00",4,1.75,1530,17664,1.5,No,None,Fair,7,1530,0,50,0,98058,47.45,-122.16,"1,530.00","11,625.00",,
11/14/2017,"800,000.00",4,1.5,1790,3952,1.5,No,None,Good,8,1790,0,86,0,98103,47.69,-122.35,"1,200.00","3,876.00",,
12/14/2017,"250,000.00",3,2.5,1700,6000,2,No,None,Fair,8,1700,0,21,0,98092,47.26,-122.22,"1,940.00","6,626.00",,
7/14/2017,"605,000.00",3,2,2660,4500,1,No,None,Good,7,1330,1330,96,0,98199,47.64,-122.40,"1,790.00","5,000.00",,
5/14/2017,"412,000.00",3,1.75,1950,52256,1,No,None,Good,8,1950,0,33,0,98042,47.31,-122.08,"2,450.00","51,836.00",,
11/14/2017,"252,000.00",3,2,1340,5670,2,No,None,Fair,6,1340,0,24,0,98055,47.45,-122.19,"1,290.00","4,892.00",,
9/14/2017,"375,000.00",3,1,1130,12500,1.5,No,None,Fair,7,1130,0,64,0,98118,47.55,-122.27,"2,280.00","8,750.00",,
7/14/2017,"725,000.00",2,1.75,1950,2719,1,No,None,Excellent,7,1010,940,99,0,98103,47.65,-122.35,"1,360.00","1,256.00",,
10/14/2017,"471,750.00",5,3.5,3790,8200,1,No,Once,Fair,8,2120,1670,17,0,98056,47.49,-122.19,"1,740.00","8,676.00",,
12/14/2017,"490,000.00",4,2.25,2020,85813,2,No,None,Fair,7,2020,0,23,0,98027,47.48,-122.03,"2,120.00","85,813.00",,
10/14/2017,"439,000.00",2,1,800,5100,1,No,None,Fair,7,800,0,73,0,98117,47.68,-122.39,"1,330.00","5,100.00",,
8/14/2017,"355,000.00",4,2,1770,8890,1,No,None,Excellent,6,1770,0,69,0,98166,47.46,-122.35,"1,010.00","7,620.00",,
5/15/2016,"250,000.00",1,0.75,940,87120,1,No,None,Fair,6,940,0,74,0,98019,47.72,-121.96,"1,930.00","165,528.00",,
3/15/2016,"780,000.00",4,2.25,2260,16188,1,No,None,Fair,10,2260,0,34,0,98006,47.56,-122.11,"2,840.00","10,158.00",,
11/14/2017,"409,000.00",2,1,890,3271,1,No,None,Good,6,890,0,100,0,98116,47.56,-122.38,"1,190.00","5,175.00",,
6/14/2017,"420,000.00",2,1,860,3880,1,No,None,Good,6,860,0,102,0,98117,47.69,-122.39,"1,230.00","4,260.00",,
11/14/2017,"200,000.00",1,0.75,680,9600,1,No,None,Fair,5,680,0,71,0,98115,47.70,-122.31,"1,580.00","6,624.00",,
1/15/2016,"830,000.00",2,1.5,2130,35679,1,No,None,Good,7,2130,0,55,0,98033,47.66,-122.17,"2,670.00","35,679.00",,
5/14/2017,"695,000.00",3,2.5,2390,4555,2,No,None,Fair,9,2390,0,12,0,98074,47.62,-122.03,"2,540.00","4,500.00",,
5/14/2017,"815,000.00",4,2.75,3488,9614,2,No,None,Fair,10,3488,0,20,0,98074,47.61,-122.01,"3,600.00","10,891.00",,
11/14/2017,"210,000.00",3,1.75,1260,6223,1,No,None,Fair,7,820,440,35,0,98042,47.36,-122.16,"1,260.00","6,553.00",,
9/14/2017,"635,000.00",3,1.75,2940,6000,1,No,Twice,Good,8,1590,1350,61,0,98177,47.72,-122.37,"2,880.00","8,100.00",,
7/14/2017,"562,500.00",4,2.5,2440,7322,2,No,None,Fair,9,2440,0,27,0,98056,47.54,-122.18,"2,590.00","9,927.00",,
5/14/2017,"402,500.00",4,2.5,2600,11951,2,No,None,Fair,10,2600,0,30,0,98023,47.31,-122.34,"2,820.00","12,093.00",,
12/14/2017,"555,000.00",3,2,2080,7020,1,No,None,Good,7,1040,1040,67,0,98115,47.68,-122.29,"1,920.00","7,000.00",,
9/14/2017,"310,000.00",3,1,1990,7173,1,No,None,Fair,7,1990,0,46,0,98034,47.71,-122.21,"1,320.00","7,245.00",,
9/14/2017,"500,000.00",4,2.5,2840,18001,2,No,None,Fair,9,2840,0,24,0,98019,47.74,-121.96,"2,500.00","18,001.00",,
7/14/2017,"430,000.00",6,3,2630,8800,1,No,None,Fair,7,1610,1020,59,0,98125,47.72,-122.29,"1,220.00","1,173.00",,
6/14/2017,"1,129,575.00",3,4.25,2820,7200,2,No,None,Good,10,2460,360,88,0,98112,47.63,-122.29,"3,300.00","7,522.00",,
10/14/2017,"627,500.00",4,1,1560,4080,1.5,No,None,Fair,7,1560,0,95,0,98103,47.67,-122.33,"1,890.00","4,080.00",,
11/14/2017,"335,000.00",4,2.5,2330,7050,2,No,None,Fair,8,2330,0,20,0,98178,47.50,-122.23,"1,810.00","5,424.00",,
3/15/2016,"962,000.00",4,2.25,3320,20100,1,No,None,Good,8,1810,1510,37,0,98006,47.56,-122.15,"2,450.00","9,821.00",,
7/14/2017,"299,000.00",3,1.75,1730,14270,1,No,None,Fair,7,1730,0,59,0,98065,47.53,-121.83,"1,600.00","11,232.00",,
4/15/2016,"399,950.00",4,2.5,3110,5868,2,No,None,Fair,8,3110,0,17,0,98042,47.38,-122.13,"2,950.00","5,924.00",,
3/15/2016,"322,000.00",3,1,1230,9660,1,No,None,Fair,7,1230,0,50,0,98053,47.68,-122.06,"1,380.00","10,125.00",,
6/14/2017,"430,000.00",2,1.5,950,4625,1,No,None,Good,7,950,0,69,0,98103,47.69,-122.34,"1,440.00","4,625.00",,
5/14/2017,"307,000.00",3,1.75,1890,13860,1,No,None,Excellent,7,1890,0,52,0,98042,47.42,-122.15,"1,500.00","14,536.00",,
11/14/2017,"194,000.00",3,1.5,1010,5000,1,No,None,Fair,6,1010,0,75,0,98178,47.49,-122.28,980.00,"5,000.00",,
11/14/2017,"180,000.00",3,1,1010,8581,1,No,None,Good,6,1010,0,98,0,98002,47.30,-122.22,"1,060.00","10,354.00",,
7/14/2017,"465,000.00",4,2.25,2340,13383,1,No,None,Fair,8,1170,1170,35,0,98074,47.62,-122.04,"1,810.00","12,532.00",,
3/15/2016,"722,500.00",4,2.5,2460,9296,2,No,None,Fair,9,2460,0,40,0,98007,47.61,-122.15,"2,730.00","9,900.00",,
9/14/2017,"470,450.00",2,1,1010,3400,1,No,None,Fair,7,1010,0,97,0,98103,47.67,-122.33,"1,800.00","3,600.00",,
1/15/2016,"280,000.00",3,2.5,1650,6000,2,No,None,Fair,7,1650,0,28,0,98030,47.36,-122.19,"1,750.00","6,000.00",,
4/15/2016,"176,250.00",4,2,1440,6702,1,No,None,Good,7,1440,0,52,0,98002,47.31,-122.22,"1,030.00","6,702.00",,
6/14/2017,"560,000.00",5,1,1710,9100,1.5,No,None,Good,7,1320,390,92,0,98126,47.54,-122.38,"1,880.00","9,100.00",,
10/14/2017,"830,000.00",3,2.5,2760,11287,2,No,Thrice,Fair,10,2000,760,27,0,98028,47.74,-122.26,"2,760.00","13,719.00",,
6/14/2017,"276,900.00",2,1,1350,10096,1,No,Twice,Good,7,1350,0,66,0,98045,47.50,-121.78,"1,280.00","10,095.00",,
10/14/2017,"625,000.00",3,1.75,1660,4800,2,No,None,Fair,7,1660,0,112,2014,98112,47.63,-122.31,"1,660.00","4,800.00",,
3/15/2016,"1,020,000.00",4,2.5,2960,4760,2,No,None,Fair,8,2160,800,118,0,98102,47.64,-122.32,"1,600.00","4,760.00",,
9/14/2017,"463,500.00",1,1,1090,8750,1,No,None,Good,6,1090,0,94,0,98118,47.54,-122.27,"1,830.00","5,000.00",,
9/14/2017,"485,000.00",3,2.5,3110,9015,2,No,None,Fair,9,3110,0,28,0,98058,47.44,-122.15,"2,650.00","8,960.00",,
6/14/2017,"272,000.00",3,2,1380,7476,1,No,None,Fair,7,1380,0,29,0,98001,47.33,-122.27,"1,600.00","7,227.00",,
12/14/2017,"305,000.00",2,1,1290,3140,2,No,None,Fair,7,1290,0,10,0,98053,47.70,-122.03,"1,290.00","2,628.00",,
6/14/2017,"760,000.00",3,2.5,1980,13964,1,No,None,Excellent,7,1980,0,59,0,98040,47.57,-122.23,"2,040.00","13,964.00",,
2/15/2016,"387,500.00",2,1,870,6126,1,No,None,Good,7,870,0,80,0,98125,47.70,-122.32,"1,620.00","6,126.00",,
9/14/2017,"352,000.00",4,2.5,2470,5015,2,No,None,Fair,8,2470,0,14,0,98038,47.35,-122.04,"2,470.00","5,100.00",,
7/14/2017,"507,000.00",3,1.75,2140,40098,1,No,None,Excellent,8,1490,650,68,0,98058,47.43,-122.11,"2,220.00","35,371.00",,
7/14/2017,"156,000.00",3,1,770,9750,1,No,None,Fair,6,770,0,77,0,98188,47.45,-122.28,"1,560.00","10,707.00",,
11/14/2017,"580,000.00",3,3.25,1490,857,3,No,None,Fair,8,1220,270,17,0,98102,47.64,-122.32,"1,550.00","1,092.00",,
7/14/2017,"630,000.00",4,2.5,2510,35020,1,No,None,Good,8,1610,900,41,0,98075,47.58,-122.00,"2,080.00","34,398.00",,
12/14/2017,"275,000.00",5,1.5,1950,9000,1,No,None,Fair,7,1130,820,54,0,98146,47.49,-122.34,"1,680.00","9,526.00",,
7/14/2017,"835,000.00",5,4,3600,14720,1,No,Twice,Excellent,8,1800,1800,58,0,98034,47.70,-122.23,"3,600.00","15,358.00",,
12/14/2017,"340,000.00",4,2.5,2380,7850,2,No,None,Fair,8,2380,0,23,0,98055,47.44,-122.20,"1,940.00","7,334.00",,
5/14/2017,"329,350.00",2,1,720,6687,1,No,None,Fair,6,720,0,76,0,98117,47.70,-122.36,840.00,"6,687.00",,
7/14/2017,"1,129,575.00",3,3.5,4070,26000,2,No,None,Fair,10,4070,0,27,0,98033,47.66,-122.17,"3,770.00","26,000.00",,
3/15/2016,"475,000.00",3,1,1250,150117,1,No,None,Fair,7,1250,0,43,0,98075,47.60,-122.01,"3,060.00","50,055.00",,
11/14/2017,"719,950.00",3,2.25,2190,2416,3,No,None,Fair,8,2190,0,4,0,98117,47.68,-122.38,"1,510.00","3,615.00",,
5/14/2017,"235,000.00",1,1,810,2451,1,No,None,Excellent,7,810,0,77,0,98126,47.52,-122.38,980.00,"1,198.00",,
3/15/2016,"875,000.00",3,1.5,2440,5750,1,No,None,Fair,8,1320,1120,79,0,98115,47.70,-122.30,"2,160.00","6,820.00",,
4/15/2016,"380,000.00",4,1.75,1740,9150,1,No,None,Fair,7,1740,0,44,0,98188,47.45,-122.28,"1,540.00","9,147.00",,
3/15/2016,"325,000.00",3,2.25,1480,97138,1.5,No,None,Fair,7,1480,0,34,0,98010,47.33,-121.93,"1,730.00","176,418.00",,
8/14/2017,"475,000.00",4,2.5,2120,57050,2,No,None,Fair,9,2120,0,29,0,98072,47.76,-122.13,"3,320.00","39,082.00",,
3/15/2016,"152,900.00",1,1,900,4368,1,No,None,Excellent,6,900,0,103,1950,98022,47.21,-121.99,"1,290.00","5,000.00",,
8/14/2017,"210,000.00",2,2,1190,7570,1,No,None,Fair,6,1190,0,79,0,98146,47.51,-122.34,"1,190.00","7,635.00",,
9/14/2017,"350,000.00",4,1,1010,6000,1,No,None,Fair,6,750,260,93,0,98136,47.55,-122.38,"1,450.00","6,000.00",,
3/15/2016,"505,000.00",3,2.5,2100,17882,2,No,None,Good,8,2100,0,33,0,98059,47.48,-122.12,"2,080.00","16,686.00",,
6/14/2017,"464,900.00",4,2.25,2020,8424,1,No,None,Good,7,1380,640,39,0,98034,47.73,-122.23,"2,030.00","7,236.00",,
9/14/2017,"650,000.00",3,2,2520,5980,1,No,None,Fair,8,1790,730,61,0,98116,47.58,-122.38,"1,590.00","5,750.00",,
5/15/2016,"369,950.00",2,2.75,1370,1140,2,No,None,Fair,8,1080,290,9,0,98133,47.71,-122.34,"1,370.00","1,090.00",,
7/14/2017,"250,000.00",3,2.5,1530,2890,2,No,None,Fair,7,1530,0,17,0,98108,47.54,-122.29,"1,540.00","2,890.00",,
4/15/2016,"320,000.00",3,2.5,1530,2890,2,No,None,Fair,7,1530,0,17,0,98108,47.54,-122.29,"1,540.00","2,890.00",,
3/15/2016,"1,129,575.00",4,4.25,5040,16048,1,No,Thrice,Fair,10,3420,1620,68,0,98105,47.67,-122.26,"3,960.00","14,000.00",,
9/14/2017,"340,000.00",4,2.25,2530,24700,2,No,None,Fair,7,2530,0,44,0,98031,47.39,-122.18,"2,650.00","24,700.00",,
5/14/2017,"440,000.00",2,1.5,1010,1968,1.5,No,None,Excellent,5,1010,0,112,0,98107,47.68,-122.39,"1,760.00","4,200.00",,
4/15/2016,"219,950.00",3,1,1200,7727,1,No,None,Good,7,1200,0,59,0,98022,47.20,-122.00,"1,300.00","7,718.00",,
9/14/2017,"940,000.00",4,3,2720,11740,1,No,None,Excellent,9,2720,0,61,0,98040,47.58,-122.24,"2,640.00","11,740.00",,
7/14/2017,"399,950.00",4,1.5,1850,6125,1.5,No,None,Fair,6,1110,740,73,0,98126,47.54,-122.37,990.00,"6,125.00",,
1/15/2016,"1,129,575.00",3,2.75,2340,8828,1,No,None,Good,9,2340,0,64,0,98112,47.63,-122.29,"3,480.00","8,526.00",,
4/15/2016,"528,000.00",4,1.75,1860,9750,1,No,None,Fair,7,1460,400,49,0,98034,47.71,-122.20,"1,900.00","8,913.00",,
8/14/2017,"545,000.00",4,1.75,1940,8990,1,No,None,Good,8,1560,380,62,0,98034,47.70,-122.24,"2,310.00","11,745.00",,
4/15/2016,"575,000.00",2,2,1680,6194,1,No,None,Fair,8,1680,0,14,0,98053,47.71,-122.03,"1,900.00","5,850.00",,
11/14/2017,"235,000.00",4,2.75,1770,10184,1,No,None,Fair,8,1250,520,39,0,98023,47.31,-122.39,"2,070.00","8,320.00",,
7/14/2017,"272,000.00",3,2.5,1790,6371,2,No,None,Fair,8,1790,0,20,0,98092,47.33,-122.17,"1,850.00","6,371.00",,
4/15/2016,"380,000.00",4,1.75,1720,9600,1,No,None,Good,8,1720,0,49,0,98059,47.48,-122.16,"1,660.00","10,720.00",,
4/15/2016,"195,000.00",3,1,1280,6967,1.5,No,None,Fair,7,1280,0,69,0,98155,47.75,-122.33,"1,280.00","7,245.00",,
10/14/2017,"297,000.00",3,2.5,1690,4988,2,No,None,Fair,7,1690,0,16,0,98038,47.36,-122.02,"1,830.00","4,733.00",,
4/15/2016,"349,000.00",4,2.5,2190,7294,2,No,None,Fair,8,2190,0,15,0,98023,47.29,-122.36,"2,240.00","7,379.00",,
9/14/2017,"320,000.00",2,1,710,5200,1,No,Twice,Good,6,710,0,76,0,98126,47.54,-122.37,"1,610.00","5,200.00",,
7/14/2017,"319,990.00",4,1.5,1890,10707,1,No,None,Fair,7,1890,0,56,0,98148,47.43,-122.33,"1,610.00","8,827.00",,
6/14/2017,"439,900.00",2,2,1410,12282,1.5,No,None,Excellent,8,1410,0,109,1988,98024,47.52,-121.93,"1,410.00","8,931.00",,
8/14/2017,"429,000.00",3,3.25,2210,3600,2,No,None,Fair,8,1820,390,23,0,98125,47.70,-122.28,"2,010.00","6,690.00",,
7/14/2017,"272,500.00",3,2,1540,6250,1,No,None,Fair,7,1540,0,20,0,98038,47.35,-122.03,"2,070.00","6,250.00",,
9/14/2017,"400,000.00",4,2,1350,7255,1,No,None,Good,7,1350,0,59,0,98125,47.73,-122.31,"1,050.00","7,288.00",,
4/15/2016,"462,000.00",5,2,1380,4300,1.5,No,None,Fair,7,1380,0,102,0,98103,47.66,-122.34,"1,830.00","3,800.00",,
3/15/2016,"510,000.00",2,1,890,6095,1,No,None,Fair,7,890,0,71,0,98115,47.68,-122.30,"1,450.00","5,985.00",,
6/14/2017,"550,000.00",3,2.5,1900,3255,2,No,None,Fair,8,1900,0,30,2000,98007,47.61,-122.15,"1,880.00","3,350.00",,
4/15/2016,"150,000.00",3,1,1240,5200,1,No,None,Fair,6,1240,0,49,0,98042,47.37,-122.08,870.00,"5,200.00",,
6/14/2017,"460,000.00",3,2.5,1730,8490,1,No,None,Fair,7,1210,520,49,0,98034,47.72,-122.22,"1,870.00","7,400.00",,
6/14/2017,"632,500.00",4,2.5,2090,10306,2,No,None,Fair,10,2090,0,32,0,98074,47.63,-122.05,"2,660.00","11,481.00",,
